0, 33
1, 32
2, 34
3, 31
4, 35
5, 30
6, 36
7, 29
8, 37
9, 28
10, 38
11, 27
12, 39
13, 26
14, 40
15, 25
16, 41
17, 24
18, 41
19, 23
20, 43
21, 22
22, 44
23, 21
24, 45
25, 20
26, 46
27, 19
28, 47
29, 18
30, 48
31, 17
32, 49
33, 16
34, 50
35, 15
36, 51
37, 14
38, 52
39, 13
40, 53
41, 12
42, 54
43, 11
44, 55
45, 10
46, 56
47, 9
48, 57
49, 8
50, 58
51, 7
52, 59
53, 6
54, 60
55, 5
56, 61
57, 4
58, 62
59, 3
60, 63
61, 2
62, 64
63, 1
64, 65
65, 128
66, 66
67, 127
68, 67
69, 126
70, 68
71, 125
72, 69
73, 124
74, 70
75, 123
76, 71
77, 122
78, 72
79, 121
80, 73
81, 120
82, 74
83, 119
84, 75
85, 118
86, 76
87, 117
88, 77
89, 116
90, 78
91, 115
92, 79
93, 114
94, 80
95, 113
96, 81
97, 112
98, 82
99, 111
100, 83
101, 110
102, 84
103, 109
104, 85
105, 108
106, 86
107, 107
108, 87
109, 106
110, 88
111, 105
112, 89
113, 104
114, 90
115, 103
116, 91
117, 102
118, 92
119, 101
120, 93
121, 100
122, 94
123, 99
124, 95
125, 98
126, 96
127, 97
128, 161
129, 160
130, 162
131, 159
132, 163
133, 158
134, 164
135, 157
136, 165
137, 156
138, 166
139, 155
140, 167
141, 154
142, 168
143, 153
144, 169
145, 152
146, 169
147, 151
148, 171
149, 150
150, 172
151, 149
152, 173
153, 148
154, 174
155, 147
156, 175
157, 146
158, 176
159, 145
160, 177
161, 144
162, 178
163, 143
164, 179
165, 142
166, 180
167, 141
168, 181
169, 140
170, 182
171, 139
172, 183
173, 138
174, 184
175, 137
176, 185
177, 136
178, 186
179, 135
180, 187
181, 134
182, 188
183, 133
184, 189
185, 132
186, 190
187, 131
188, 191
189, 130
190, 192
191, 129
192, 193
193, 256
194, 194
195, 255
196, 195
197, 254
198, 196
199, 253
200, 197
201, 252
202, 198
203, 251
204, 199
205, 250
206, 200
207, 249
208, 201
209, 248
210, 202
211, 247
212, 203
213, 246
214, 204
215, 245
216, 205
217, 244
218, 206
219, 243
220, 207
221, 242
222, 208
223, 241
224, 209
225, 240
226, 210
227, 239
228, 211
229, 238
230, 212
231, 237
232, 213
233, 236
234, 214
235, 235
236, 215
237, 234
238, 216
239, 233
240, 217
241, 232
242, 218
243, 231
244, 219
245, 230
246, 220
247, 229
248, 221
249, 228
250, 222
251, 227
252, 223
253, 226
254, 224
255, 225
256, 289
257, 288
258, 290
259, 287
260, 291
261, 286
262, 292
263, 285
264, 293
265, 284
266, 294
267, 283
268, 295
269, 282
270, 296
271, 281
272, 297
273, 280
274, 297
275, 279
276, 299
277, 278
278, 300
279, 277
280, 301
281, 276
282, 302
283, 275
284, 303
285, 274
286, 304
287, 273
288, 305
289, 272
290, 306
291, 271
292, 307
293, 270
294, 308
295, 269
296, 309
297, 268
298, 310
299, 267
300, 311
301, 266
302, 312
303, 265
304, 313
305, 264
306, 314
307, 263
308, 315
309, 262
310, 316
311, 261
312, 317
313, 260
314, 318
315, 259
316, 319
317, 258
318, 320
319, 257
320, 321
321, 384
322, 322
323, 383
324, 323
325, 382
326, 324
327, 381
328, 325
329, 380
330, 326
331, 379
332, 327
333, 378
334, 328
335, 377
336, 329
337, 376
338, 330
339, 375
340, 331
341, 374
342, 332
343, 373
344, 333
345, 372
346, 334
347, 371
348, 335
349, 370
350, 336
351, 369
352, 337
353, 368
354, 338
355, 367
356, 339
357, 366
358, 340
359, 365
360, 341
361, 364
362, 342
363, 363
364, 343
365, 362
366, 344
367, 361
368, 345
369, 360
370, 346
371, 359
372, 347
373, 358
374, 348
375, 357
376, 349
377, 356
378, 350
379, 355
380, 351
381, 354
382, 352
383, 353
384, 417
385, 416
386, 418
387, 415
388, 419
389, 414
390, 420
391, 413
392, 421
393, 412
394, 422
395, 411
396, 423
397, 410
398, 424
399, 409
400, 425
401, 408
402, 425
403, 407
404, 427
405, 406
406, 428
407, 405
408, 429
409, 404
410, 430
411, 403
412, 431
413, 402
414, 432
415, 401
416, 433
417, 400
418, 434
419, 399
420, 435
421, 398
422, 436
423, 397
424, 437
425, 396
426, 438
427, 395
428, 439
429, 394
430, 440
431, 393
432, 441
433, 392
434, 442
435, 391
436, 443
437, 390
438, 444
439, 389
440, 445
441, 388
442, 446
443, 387
444, 447
445, 386
446, 448
447, 385
448, 449
449, 512
450, 450
451, 511
452, 451
453, 510
454, 452
455, 509
456, 453
457, 508
458, 454
459, 507
460, 455
461, 506
462, 456
463, 505
464, 457
465, 504
466, 458
467, 503
468, 459
469, 502
470, 460
471, 501
472, 461
473, 500
474, 462
475, 499
476, 463
477, 498
478, 464
479, 497
480, 465
481, 496
482, 466
483, 495
484, 467
485, 494
486, 468
487, 493
488, 469
489, 492
490, 470
491, 491
492, 471
493, 490
494, 472
495, 489
496, 473
497, 488
498, 474
499, 487
500, 475
501, 486
502, 476
503, 485
504, 477
505, 484
506, 478
507, 483
508, 479
509, 482
510, 480
511, 481
512, 545
513, 544
514, 546
515, 543
516, 547
517, 542
518, 548
519, 541
520, 549
521, 540
522, 550
523, 539
524, 551
525, 538
526, 552
527, 537
528, 553
529, 536
530, 553
531, 535
532, 555
533, 534
534, 556
535, 533
536, 557
537, 532
538, 558
539, 531
540, 559
541, 530
542, 560
543, 529
544, 561
545, 528
546, 562
547, 527
548, 563
549, 526
550, 564
551, 525
552, 565
553, 524
554, 566
555, 523
556, 567
557, 522
558, 568
559, 521
560, 569
561, 520
562, 570
563, 519
564, 571
565, 518
566, 572
567, 517
568, 573
569, 516
570, 574
571, 515
572, 575
573, 514
574, 576
575, 513
576, 577
577, 640
578, 578
579, 639
580, 579
581, 638
582, 580
583, 637
584, 581
585, 636
586, 582
587, 635
588, 583
589, 634
